order_id,customer_id,order_date,order_status,channel,shipping_city,shipping_fee
102380,303,2023-09-16,Delivered,Store,Mumbai,49
102381,615,2023-09-16,Delivered,Mobile App,Chennai,0
102382,782,2023-09-16,Delivered,Store,Delhi,0
102383,1061,2023-09-17,Delivered,Store,Kochi,0
102384,1088,2023-09-17,Delivered,Web,Delhi,49
102385,1140,2023-09-17,Delivered,Marketplace,Pune,49
102386,1304,2023-09-17,Delivered,Mobile App,Chennai,0
102387,1563,2023-09-17,Delivered,Store,Ahmedabad,0
102388,2042,2023-09-17,Delivered,Marketplace,Gurugram,0
102389,2212,2023-09-17,Delivered,Mobile App,Delhi,49
102390,2352,2023-09-17,Delivered,Web,Kolkata,49
102391,2354,2023-09-17,Delivered,Mobile App,Mumbai,0
102392,2664,2023-09-17,Delivered,Web,Kochi,49
102393,2917,2023-09-17,Delivered,Web,Mysuru,0
102394,2940,2023-09-17,Delivered,Mobile App,Bengaluru,49
102395,2973,2023-09-17,Delivered,Marketplace,Bengaluru,49
102396,148,2023-09-18,Delivered,Mobile App,Mumbai,49
102397,231,2023-09-18,Delivered,Mobile App,Mysuru,49
102398,601,2023-09-18,Delivered,Web,Mumbai,49
102399,948,2023-09-18,Delivered,Mobile App,Madurai,0
102400,1285,2023-09-18,Delivered,Mobile App,Jaipur,49
102401,1498,2023-09-18,Delivered,Mobile App,Pune,49
102402,1545,2023-09-18,Delivered,Mobile App,Hyderabad,49
102403,1863,2023-09-18,Delivered,Mobile App,Lucknow,49
102404,1875,2023-09-18,Delivered,Mobile App,Ahmedabad,0
102405,2784,2023-09-18,Delivered,Mobile App,Hyderabad,0
102406,2818,2023-09-18,Cancelled,Mobile App,Mumbai,49
102407,2954,2023-09-18,Delivered,Store,Ahmedabad,0
102408,385,2023-09-19,Delivered,Mobile App,Hyderabad,49
102409,850,2023-09-19,Delivered,Store,Kochi,0
102410,1179,2023-09-19,Delivered,Web,Chennai,49
102411,1322,2023-09-19,Delivered,Web,Hyderabad,49
102412,1421,2023-09-19,Delivered,Marketplace,Delhi,0
102413,1498,2023-09-19,Delivered,Store,Pune,49
102414,1656,2023-09-19,Delivered,Marketplace,Hyderabad,0
102415,1784,2023-09-19,Delivered,Marketplace,Mysuru,0
102416,2027,2023-09-19,Delivered,Marketplace,Gurugram,0
102417,2146,2023-09-19,Delivered,Mobile App,Jaipur,49
102418,2725,2023-09-19,Delivered,Marketplace,Mysuru,0
102419,125,2023-09-20,Cancelled,Mobile App,Bengaluru,49
102420,139,2023-09-20,Delivered,Mobile App,Gurugram,49
102421,406,2023-09-20,Cancelled,Web,Kolkata,0
102422,941,2023-09-20,Delivered,Mobile App,Chennai,49
102423,1256,2023-09-20,Delivered,Marketplace,Kolkata,0
102424,1491,2023-09-20,Delivered,Mobile App,Bengaluru,49
102425,1563,2023-09-20,Delivered,Web,Ahmedabad,49
102426,1636,2023-09-20,Delivered,Mobile App,Hyderabad,0
102427,1954,2023-09-20,Delivered,Mobile App,Jaipur,49
102428,173,2023-09-21,Cancelled,Mobile App,Chennai,0
102429,251,2023-09-21,Delivered,Marketplace,Pune,49
102430,464,2023-09-21,Cancelled,Mobile App,Coimbatore,0
102431,597,2023-09-21,Delivered,Mobile App,Delhi,49
102432,2638,2023-09-21,Delivered,Marketplace,Chennai,49
102433,109,2023-09-22,Cancelled,Mobile App,Bengaluru,49
102434,477,2023-09-22,Delivered,Web,Mysuru,0
102435,607,2023-09-22,Cancelled,Marketplace,Kolkata,0
102436,640,2023-09-22,Delivered,Web,Kolkata,49
102437,1746,2023-09-22,Delivered,Marketplace,Pune,0
102438,2244,2023-09-22,Delivered,Mobile App,Chennai,0
102439,2307,2023-09-22,Delivered,Web,Mumbai,49
102440,2852,2023-09-22,Delivered,Marketplace,Hyderabad,0
102441,474,2023-09-23,Delivered,Mobile App,Bengaluru,0
102442,541,2023-09-23,Delivered,Web,Lucknow,49
102443,701,2023-09-23,Delivered,Mobile App,Chennai,0
102444,941,2023-09-23,Delivered,Mobile App,Chennai,0
102445,1144,2023-09-23,Delivered,Marketplace,Kolkata,49
102446,1252,2023-09-23,Delivered,Marketplace,Bengaluru,0
102447,1685,2023-09-23,Delivered,Mobile App,Bengaluru,49
102448,2460,2023-09-23,Delivered,Mobile App,Kolkata,0
102449,2615,2023-09-23,Delivered,Mobile App,Chennai,0
102450,2796,2023-09-23,Delivered,Store,Mumbai,0
102451,2972,2023-09-23,Delivered,Store,Pune,49
102452,183,2023-09-24,Delivered,Mobile App,Madurai,0
102453,503,2023-09-24,Delivered,Web,Jaipur,49
102454,1243,2023-09-24,Delivered,Web,Hyderabad,49
102455,2689,2023-09-24,Delivered,Mobile App,Chennai,0
102456,2818,2023-09-24,Delivered,Mobile App,Mumbai,49
102457,2917,2023-09-24,Delivered,Mobile App,Chennai,49
102458,407,2023-09-25,Cancelled,Marketplace,Chennai,49
102459,667,2023-09-25,Cancelled,Web,Jaipur,49
102460,1013,2023-09-25,Delivered,Marketplace,Mumbai,49
102461,1337,2023-09-25,Delivered,Web,Chennai,0
102462,1372,2023-09-25,Delivered,Web,Jaipur,49
102463,2215,2023-09-25,Delivered,Marketplace,Jaipur,49
102464,2219,2023-09-25,Delivered,Mobile App,Jaipur,49
102465,2413,2023-09-25,Delivered,Mobile App,Hyderabad,0
102466,2571,2023-09-25,Delivered,Store,Bengaluru,49
102467,2600,2023-09-25,Delivered,Mobile App,Kochi,49
102468,16,2023-09-26,Delivered,Mobile App,Chennai,49
102469,222,2023-09-26,Delivered,Mobile App,Mumbai,49
102470,421,2023-09-26,Delivered,Mobile App,Pune,49
102471,476,2023-09-26,Delivered,Mobile App,Coimbatore,49
102472,616,2023-09-26,Delivered,Marketplace,Delhi,0
102473,1087,2023-09-26,Delivered,Store,Delhi,49
102474,1284,2023-09-26,Delivered,Web,Pune,49
102475,1389,2023-09-26,Delivered,Mobile App,Ahmedabad,49
102476,2097,2023-09-26,Delivered,Marketplace,Bengaluru,0
102477,2218,2023-09-26,Delivered,Store,Jaipur,0
102478,251,2023-09-27,Delivered,Mobile App,Kolkata,0
102479,257,2023-09-27,Delivered,Mobile App,Kochi,0
102480,794,2023-09-27,Cancelled,Marketplace,Bengaluru,49
102481,1102,2023-09-27,Delivered,Marketplace,Madurai,0
102482,1816,2023-09-27,Delivered,Mobile App,Mumbai,0
102483,1888,2023-09-27,Delivered,Web,Chennai,49
102484,2154,2023-09-27,Delivered,Store,Gurugram,49
102485,2478,2023-09-27,Delivered,Mobile App,Chennai,0
102486,132,2023-09-28,Delivered,Web,Jaipur,0
102487,212,2023-09-28,Delivered,Mobile App,Mumbai,0
102488,667,2023-09-28,Delivered,Web,Gurugram,49
102489,759,2023-09-28,Delivered,Store,Bengaluru,0
102490,825,2023-09-28,Delivered,Marketplace,Kolkata,0
102491,1325,2023-09-28,Delivered,Web,Jaipur,49
102492,1413,2023-09-28,Delivered,Marketplace,Kolkata,49
102493,2355,2023-09-28,Cancelled,Store,Hyderabad,49
102494,2966,2023-09-28,Delivered,Web,Madurai,0
102495,670,2023-09-29,Delivered,Web,Ahmedabad,49
102496,852,2023-09-29,Delivered,Web,Chennai,0
102497,1305,2023-09-29,Delivered,Store,Kolkata,49
102498,1421,2023-09-29,Delivered,Mobile App,Delhi,0
102499,1429,2023-09-29,Delivered,Mobile App,Delhi,0
102500,1573,2023-09-29,Delivered,Mobile App,Mumbai,49
102501,1939,2023-09-29,Delivered,Mobile App,Chennai,49
102502,2532,2023-09-29,Delivered,Marketplace,Pune,0
102503,2871,2023-09-29,Delivered,Web,Pune,49
102504,251,2023-09-30,Delivered,Web,Jaipur,49
102505,407,2023-09-30,Delivered,Mobile App,Chennai,0
102506,640,2023-09-30,Delivered,Mobile App,Kolkata,0
102507,1136,2023-09-30,Delivered,Mobile App,Coimbatore,49
102508,1753,2023-09-30,Delivered,Mobile App,Ahmedabad,0
102509,1907,2023-09-30,Delivered,Web,Hyderabad,0
102510,1937,2023-09-30,Delivered,Mobile App,Mumbai,49
102511,2055,2023-09-30,Delivered,Marketplace,Coimbatore,0
102512,2096,2023-09-30,Delivered,Web,Madurai,0
102513,2129,2023-09-30,Delivered,Web,Pune,49
102514,2192,2023-09-30,Delivered,Mobile App,Mumbai,0
102515,2259,2023-09-30,Delivered,Mobile App,Bengaluru,0
102516,2972,2023-09-30,Delivered,Marketplace,Pune,49
102517,438,2023-10-01,Delivered,Marketplace,Mumbai,0
102518,941,2023-10-01,Delivered,Marketplace,Chennai,0
102519,1120,2023-10-01,Delivered,Marketplace,Ahmedabad,49
102520,1221,2023-10-01,Delivered,Web,Mysuru,49
102521,1256,2023-10-01,Delivered,Marketplace,Kolkata,0
102522,1430,2023-10-01,Delivered,Mobile App,Hyderabad,49
102523,1563,2023-10-01,Delivered,Mobile App,Ahmedabad,0
102524,1609,2023-10-01,Delivered,Web,Hyderabad,0
102525,1632,2023-10-01,Delivered,Mobile App,Kolkata,49
102526,1920,2023-10-01,Delivered,Marketplace,Kochi,49
102527,2064,2023-10-01,Delivered,Web,Bengaluru,0
102528,2226,2023-10-01,Delivered,Marketplace,Chennai,49
102529,2460,2023-10-01,Delivered,Web,Bengaluru,0
102530,2917,2023-10-01,Delivered,Mobile App,Chennai,0
102531,2,2023-10-02,Delivered,Mobile App,Hyderabad,49
102532,222,2023-10-02,Delivered,Marketplace,Mumbai,0
102533,239,2023-10-02,Delivered,Mobile App,Bengaluru,49
102534,251,2023-10-02,Delivered,Mobile App,Pune,0
102535,424,2023-10-02,Delivered,Marketplace,Bengaluru,0
102536,526,2023-10-02,Delivered,Marketplace,Hyderabad,0
102537,685,2023-10-02,Delivered,Mobile App,Pune,0
102538,802,2023-10-02,Delivered,Store,Coimbatore,0
102539,1019,2023-10-02,Delivered,Mobile App,Bengaluru,49
102540,1784,2023-10-02,Delivered,Marketplace,Mysuru,0
102541,1874,2023-10-02,Delivered,Mobile App,Lucknow,49
102542,2487,2023-10-02,Delivered,Marketplace,Delhi,49
102543,2501,2023-10-02,Delivered,Mobile App,Bengaluru,49
102544,464,2023-10-03,Delivered,Web,Coimbatore,49
102545,689,2023-10-03,Delivered,Web,Delhi,49
102546,901,2023-10-03,Delivered,Marketplace,Hyderabad,0
102547,1234,2023-10-03,Delivered,Web,Pune,0
102548,1298,2023-10-03,Delivered,Web,Mysuru,0
102549,1302,2023-10-03,Delivered,Mobile App,Mumbai,0
102550,1318,2023-10-03,Delivered,Mobile App,Bengaluru,0
102551,1806,2023-10-03,Delivered,Mobile App,Delhi,49
102552,2064,2023-10-03,Delivered,Store,Bengaluru,49
102553,2326,2023-10-03,Delivered,Web,Lucknow,49
102554,2449,2023-10-03,Delivered,Mobile App,Mumbai,49
102555,2569,2023-10-03,Delivered,Web,Pune,0
102556,2953,2023-10-03,Delivered,Mobile App,Mysuru,49
102557,198,2023-10-04,Delivered,Web,Kolkata,49
102558,239,2023-10-04,Delivered,Mobile App,Bengaluru,0
102559,476,2023-10-04,Delivered,Store,Coimbatore,0
102560,501,2023-10-04,Delivered,Web,Mysuru,49
102561,512,2023-10-04,Delivered,Web,Kolkata,49
102562,927,2023-10-04,Delivered,Mobile App,Mysuru,49
102563,941,2023-10-04,Delivered,Store,Chennai,49
102564,2406,2023-10-04,Delivered,Mobile App,Chennai,0
102565,201,2023-10-05,Delivered,Mobile App,Delhi,49
102566,1125,2023-10-05,Delivered,Store,Hyderabad,49
102567,1640,2023-10-05,Delivered,Mobile App,Delhi,49
102568,1882,2023-10-05,Delivered,Store,Pune,0
102569,2345,2023-10-05,Delivered,Mobile App,Delhi,0
102570,2885,2023-10-05,Delivered,Web,Mumbai,49
102571,2972,2023-10-05,Delivered,Mobile App,Pune,0
102572,1088,2023-10-06,Delivered,Marketplace,Delhi,49
102573,1088,2023-10-06,Delivered,Web,Delhi,0
102574,1430,2023-10-06,Delivered,Mobile App,Hyderabad,49
102575,1558,2023-10-06,Delivered,Web,Mumbai,0
102576,2038,2023-10-06,Cancelled,Web,Bengaluru,0
102577,2154,2023-10-06,Delivered,Web,Gurugram,0
102578,2180,2023-10-06,Delivered,Web,Kochi,49
102579,2487,2023-10-06,Delivered,Store,Delhi,49
102580,2711,2023-10-06,Delivered,Web,Kochi,49
102581,2770,2023-10-06,Delivered,Mobile App,Lucknow,0
102582,189,2023-10-07,Delivered,Mobile App,Lucknow,49
102583,231,2023-10-07,Delivered,Store,Mysuru,0
102584,299,2023-10-07,Delivered,Web,Delhi,0
102585,310,2023-10-07,Delivered,Web,Bengaluru,49
102586,329,2023-10-07,Delivered,Web,Pune,0
102587,330,2023-10-07,Delivered,Web,Chennai,0
102588,330,2023-10-07,Delivered,Mobile App,Coimbatore,0
102589,526,2023-10-07,Delivered,Mobile App,Hyderabad,0
102590,1391,2023-10-07,Delivered,Web,Jaipur,49
102591,1563,2023-10-07,Delivered,Mobile App,Ahmedabad,0
102592,1614,2023-10-07,Delivered,Store,Hyderabad,0
102593,1808,2023-10-07,Delivered,Mobile App,Hyderabad,0
102594,1911,2023-10-07,Delivered,Mobile App,Bengaluru,0
102595,1928,2023-10-07,Delivered,Web,Delhi,49
102596,2030,2023-10-07,Cancelled,Web,Mumbai,49
102597,355,2023-10-08,Delivered,Mobile App,Hyderabad,49
102598,399,2023-10-08,Delivered,Mobile App,Hyderabad,0
102599,608,2023-10-08,Delivered,Mobile App,Bengaluru,0
102600,616,2023-10-08,Delivered,Mobile App,Pune,0
102601,637,2023-10-08,Delivered,Mobile App,Pune,49
102602,1237,2023-10-08,Cancelled,Web,Chennai,49
102603,1279,2023-10-08,Delivered,Web,Madurai,0
102604,1294,2023-10-08,Delivered,Mobile App,Coimbatore,49
102605,1453,2023-10-08,Delivered,Mobile App,Kolkata,49
102606,1684,2023-10-08,Delivered,Mobile App,Chennai,49
102607,2337,2023-10-08,Delivered,Store,Kolkata,0
102608,2375,2023-10-08,Delivered,Mobile App,Delhi,49
102609,132,2023-10-09,Delivered,Mobile App,Jaipur,49
102610,437,2023-10-09,Cancelled,Web,Bengaluru,49
102611,465,2023-10-09,Delivered,Mobile App,Mumbai,49
102612,685,2023-10-09,Delivered,Mobile App,Pune,49
102613,1088,2023-10-09,Delivered,Mobile App,Delhi,0
102614,2064,2023-10-09,Delivered,Mobile App,Bengaluru,49
102615,2873,2023-10-09,Delivered,Marketplace,Bengaluru,49
102616,2972,2023-10-09,Delivered,Mobile App,Pune,0
102617,441,2023-10-10,Delivered,Web,Kolkata,0
102618,640,2023-10-10,Delivered,Marketplace,Kolkata,49
102619,648,2023-10-10,Delivered,Mobile App,Mumbai,49
102620,812,2023-10-10,Delivered,Web,Bengaluru,0
102621,853,2023-10-10,Delivered,Mobile App,Kolkata,49
102622,883,2023-10-10,Delivered,Web,Jaipur,49
102623,1394,2023-10-10,Cancelled,Marketplace,Bengaluru,0
102624,1706,2023-10-10,Delivered,Mobile App,Lucknow,0
102625,1778,2023-10-10,Delivered,Mobile App,Hyderabad,49
102626,2126,2023-10-10,Delivered,Store,Hyderabad,49
102627,2513,2023-10-10,Delivered,Web,Lucknow,0
102628,2569,2023-10-10,Delivered,Web,Pune,0
102629,2604,2023-10-10,Delivered,Marketplace,Delhi,49
102630,2907,2023-10-10,Delivered,Marketplace,Kochi,0
102631,358,2023-10-11,Delivered,Marketplace,Gurugram,0
102632,407,2023-10-11,Delivered,Web,Chennai,49
102633,707,2023-10-11,Delivered,Web,Gurugram,49
102634,1698,2023-10-11,Delivered,Store,Gurugram,49
102635,1701,2023-10-11,Delivered,Store,Ahmedabad,0
102636,2055,2023-10-11,Delivered,Mobile App,Coimbatore,49
102637,2171,2023-10-11,Delivered,Mobile App,Hyderabad,0
102638,2253,2023-10-11,Delivered,Mobile App,Hyderabad,49
102639,2460,2023-10-11,Delivered,Web,Mumbai,0
102640,477,2023-10-12,Delivered,Web,Hyderabad,0
102641,646,2023-10-12,Delivered,Marketplace,Kolkata,49
102642,772,2023-10-12,Delivered,Web,Mumbai,0
102643,798,2023-10-12,Delivered,Mobile App,Mysuru,49
102644,798,2023-10-12,Delivered,Marketplace,Mysuru,0
102645,952,2023-10-12,Cancelled,Marketplace,Jaipur,0
102646,999,2023-10-12,Delivered,Store,Lucknow,49
102647,1453,2023-10-12,Delivered,Web,Kolkata,0
102648,1572,2023-10-12,Delivered,Store,Mumbai,49
102649,2075,2023-10-12,Delivered,Web,Hyderabad,49
102650,2125,2023-10-12,Delivered,Web,Hyderabad,49
102651,2428,2023-10-12,Delivered,Mobile App,Delhi,49
102652,2658,2023-10-12,Delivered,Mobile App,Mumbai,49
102653,2,2023-10-13,Delivered,Store,Hyderabad,49
102654,789,2023-10-13,Delivered,Marketplace,Gurugram,49
102655,1129,2023-10-13,Delivered,Web,Pune,49
102656,1498,2023-10-13,Delivered,Mobile App,Pune,49
102657,1914,2023-10-13,Delivered,Store,Mumbai,49
102658,2459,2023-10-13,Delivered,Marketplace,Chennai,0
102659,27,2023-10-14,Delivered,Marketplace,Hyderabad,0
102660,1254,2023-10-14,Delivered,Mobile App,Pune,0
102661,1912,2023-10-14,Delivered,Marketplace,Kochi,0
102662,2298,2023-10-14,Delivered,Mobile App,Bengaluru,49
102663,2598,2023-10-14,Delivered,Store,Hyderabad,0
102664,2889,2023-10-14,Delivered,Web,Bengaluru,49
102665,222,2023-10-15,Delivered,Mobile App,Mumbai,0
102666,323,2023-10-15,Delivered,Marketplace,Coimbatore,0
102667,355,2023-10-15,Delivered,Mobile App,Hyderabad,0
102668,683,2023-10-15,Delivered,Store,Bengaluru,49
102669,798,2023-10-15,Delivered,Mobile App,Mysuru,0
102670,800,2023-10-15,Delivered,Mobile App,Delhi,49
102671,952,2023-10-15,Delivered,Marketplace,Chennai,49
102672,1083,2023-10-15,Delivered,Mobile App,Jaipur,0
102673,1152,2023-10-15,Cancelled,Web,Kolkata,0
102674,1410,2023-10-15,Delivered,Store,Delhi,0
102675,1430,2023-10-15,Delivered,Mobile App,Hyderabad,49
102676,1683,2023-10-15,Cancelled,Mobile App,Delhi,49
102677,1688,2023-10-15,Delivered,Mobile App,Mumbai,49
102678,1753,2023-10-15,Delivered,Marketplace,Ahmedabad,49
102679,1753,2023-10-15,Delivered,Marketplace,Ahmedabad,0
102680,1874,2023-10-15,Delivered,Mobile App,Lucknow,0
102681,1897,2023-10-15,Delivered,Web,Pune,49
102682,2235,2023-10-15,Delivered,Store,Delhi,0
102683,2478,2023-10-15,Delivered,Web,Kochi,49
102684,330,2023-10-16,Delivered,Web,Mumbai,49
102685,474,2023-10-16,Delivered,Mobile App,Bengaluru,0
102686,575,2023-10-16,Delivered,Web,Kolkata,49
102687,719,2023-10-16,Delivered,Marketplace,Pune,0
102688,1226,2023-10-16,Delivered,Web,Ahmedabad,49
102689,1311,2023-10-16,Delivered,Web,Hyderabad,49
102690,1666,2023-10-16,Delivered,Mobile App,Kolkata,0
102691,1882,2023-10-16,Delivered,Mobile App,Ahmedabad,49
102692,1882,2023-10-16,Delivered,Mobile App,Pune,0
102693,1952,2023-10-16,Delivered,Web,Bengaluru,0
102694,2326,2023-10-16,Delivered,Mobile App,Lucknow,49
102695,2,2023-10-17,Delivered,Web,Hyderabad,0
102696,170,2023-10-17,Delivered,Mobile App,Kochi,49
102697,222,2023-10-17,Delivered,Mobile App,Mumbai,49
102698,257,2023-10-17,Delivered,Mobile App,Gurugram,0
102699,385,2023-10-17,Delivered,Mobile App,Mysuru,0
102700,2192,2023-10-17,Delivered,Web,Mumbai,0
102701,2226,2023-10-17,Delivered,Mobile App,Chennai,49
102702,2459,2023-10-17,Delivered,Mobile App,Chennai,0
102703,2917,2023-10-17,Delivered,Web,Chennai,49
102704,244,2023-10-18,Delivered,Store,Mumbai,0
102705,411,2023-10-18,Delivered,Web,Pune,0
102706,439,2023-10-18,Delivered,Web,Delhi,49
102707,541,2023-10-18,Delivered,Mobile App,Lucknow,49
102708,974,2023-10-18,Delivered,Marketplace,Ahmedabad,49
102709,1498,2023-10-18,Delivered,Store,Pune,0
102710,1636,2023-10-18,Delivered,Mobile App,Hyderabad,49
102711,1746,2023-10-18,Delivered,Mobile App,Pune,49
102712,1920,2023-10-18,Delivered,Web,Kochi,0
102713,2206,2023-10-18,Delivered,Store,Mumbai,49
102714,2206,2023-10-18,Delivered,Mobile App,Mumbai,49
102715,2388,2023-10-18,Delivered,Mobile App,Bengaluru,49
102716,2813,2023-10-18,Delivered,Marketplace,Delhi,0
102717,616,2023-10-19,Cancelled,Web,Delhi,49
102718,794,2023-10-19,Delivered,Web,Bengaluru,0
102719,1421,2023-10-19,Delivered,Marketplace,Delhi,0
102720,1433,2023-10-19,Delivered,Marketplace,Bengaluru,49
102721,1886,2023-10-19,Delivered,Web,Madurai,49
102722,2873,2023-10-19,Cancelled,Web,Bengaluru,49
102723,759,2023-10-20,Delivered,Web,Bengaluru,0
102724,902,2023-10-20,Delivered,Mobile App,Chennai,0
102725,1498,2023-10-20,Delivered,Marketplace,Pune,0
102726,1688,2023-10-20,Delivered,Marketplace,Mumbai,0
102727,1888,2023-10-20,Delivered,Mobile App,Chennai,49
102728,2013,2023-10-20,Delivered,Web,Bengaluru,49
102729,2032,2023-10-20,Delivered,Mobile App,Mumbai,0
102730,2802,2023-10-20,Delivered,Mobile App,Mumbai,0
102731,2917,2023-10-20,Delivered,Web,Madurai,49
102732,235,2023-10-21,Delivered,Web,Jaipur,0
102733,474,2023-10-21,Delivered,Marketplace,Gurugram,49
102734,512,2023-10-21,Delivered,Mobile App,Mumbai,0
102735,522,2023-10-21,Delivered,Store,Hyderabad,49
102736,595,2023-10-21,Delivered,Web,Gurugram,0
102737,727,2023-10-21,Delivered,Web,Chennai,0
102738,1673,2023-10-21,Delivered,Mobile App,Delhi,49
102739,1853,2023-10-21,Delivered,Mobile App,Mumbai,49
102740,2664,2023-10-21,Delivered,Mobile App,Chennai,0
102741,2818,2023-10-21,Delivered,Web,Mumbai,49
102742,2917,2023-10-21,Cancelled,Web,Chennai,49
102743,780,2023-10-22,Delivered,Mobile App,Gurugram,0
102744,1532,2023-10-22,Delivered,Mobile App,Bengaluru,49
102745,1688,2023-10-22,Delivered,Web,Mumbai,0
102746,1912,2023-10-22,Delivered,Mobile App,Chennai,0
102747,2030,2023-10-22,Delivered,Marketplace,Mumbai,49
102748,2638,2023-10-22,Delivered,Mobile App,Chennai,0
102749,2805,2023-10-22,Delivered,Web,Bengaluru,49
102750,2917,2023-10-22,Delivered,Store,Chennai,49
102751,407,2023-10-23,Delivered,Web,Mumbai,49
102752,853,2023-10-23,Delivered,Mobile App,Kolkata,0
102753,951,2023-10-23,Cancelled,Store,Mumbai,0
102754,1599,2023-10-23,Delivered,Web,Gurugram,0
102755,1798,2023-10-23,Delivered,Mobile App,Chennai,0
102756,2216,2023-10-23,Delivered,Mobile App,Bengaluru,0
102757,2748,2023-10-23,Cancelled,Web,Chennai,49
102758,2917,2023-10-23,Delivered,Mobile App,Chennai,0
102759,678,2023-10-24,Delivered,Mobile App,Mumbai,0
102760,1036,2023-10-24,Delivered,Web,Gurugram,49
102761,1085,2023-10-24,Delivered,Mobile App,Kochi,49
102762,1267,2023-10-24,Delivered,Web,Chennai,0
102763,2633,2023-10-24,Delivered,Web,Ahmedabad,0
102764,2658,2023-10-24,Delivered,Marketplace,Mumbai,0
102765,2711,2023-10-24,Cancelled,Mobile App,Kochi,0
102766,2776,2023-10-24,Delivered,Marketplace,Hyderabad,49
102767,2790,2023-10-24,Delivered,Marketplace,Hyderabad,0
102768,2802,2023-10-24,Delivered,Web,Mumbai,0
102769,2968,2023-10-24,Delivered,Store,Chennai,49
102770,2984,2023-10-24,Delivered,Mobile App,Pune,0
102771,2991,2023-10-24,Delivered,Mobile App,Gurugram,49
102772,69,2023-10-25,Delivered,Store,Bengaluru,49
102773,232,2023-10-25,Delivered,Web,Madurai,0
102774,329,2023-10-25,Delivered,Mobile App,Pune,0
102775,757,2023-10-25,Cancelled,Web,Madurai,49
102776,1213,2023-10-25,Delivered,Marketplace,Mumbai,0
102777,1393,2023-10-25,Delivered,Store,Bengaluru,0
102778,1454,2023-10-25,Delivered,Marketplace,Jaipur,49
102779,1681,2023-10-25,Delivered,Mobile App,Delhi,0
102780,1873,2023-10-25,Delivered,Marketplace,Lucknow,0
102781,2090,2023-10-25,Delivered,Mobile App,Jaipur,49
102782,2132,2023-10-25,Delivered,Marketplace,Delhi,0
102783,2460,2023-10-25,Delivered,Mobile App,Mumbai,49
102784,2525,2023-10-25,Delivered,Web,Ahmedabad,49
102785,2790,2023-10-25,Delivered,Marketplace,Hyderabad,0
102786,109,2023-10-26,Delivered,Web,Bengaluru,0
102787,323,2023-10-26,Delivered,Mobile App,Mysuru,49
102788,519,2023-10-26,Cancelled,Mobile App,Bengaluru,49
102789,988,2023-10-26,Delivered,Web,Bengaluru,0
102790,1226,2023-10-26,Delivered,Web,Ahmedabad,0
102791,1888,2023-10-26,Delivered,Mobile App,Chennai,0
102792,1937,2023-10-26,Delivered,Store,Mumbai,0
102793,2871,2023-10-26,Cancelled,Mobile App,Mumbai,49
102794,2972,2023-10-26,Delivered,Mobile App,Pune,49
102795,474,2023-10-27,Delivered,Web,Bengaluru,0
102796,1166,2023-10-27,Delivered,Mobile App,Kolkata,0
102797,2064,2023-10-27,Delivered,Mobile App,Bengaluru,49
102798,2311,2023-10-27,Delivered,Web,Lucknow,49
102799,2360,2023-10-27,Delivered,Marketplace,Mysuru,0
102800,2802,2023-10-27,Delivered,Mobile App,Mumbai,49
102801,2917,2023-10-27,Cancelled,Web,Chennai,0
102802,239,2023-10-28,Delivered,Web,Bengaluru,0
102803,1136,2023-10-28,Delivered,Web,Coimbatore,0
102804,1284,2023-10-28,Delivered,Mobile App,Pune,0
102805,1319,2023-10-28,Delivered,Store,Delhi,49
102806,1364,2023-10-28,Delivered,Store,Bengaluru,49
102807,2318,2023-10-28,Delivered,Mobile App,Madurai,49
102808,109,2023-10-29,Delivered,Mobile App,Bengaluru,49
102809,594,2023-10-29,Delivered,Marketplace,Coimbatore,0
102810,644,2023-10-29,Delivered,Mobile App,Chennai,0
102811,713,2023-10-29,Delivered,Web,Gurugram,0
102812,888,2023-10-29,Delivered,Store,Bengaluru,49
102813,1013,2023-10-29,Delivered,Mobile App,Mumbai,49
102814,1264,2023-10-29,Delivered,Web,Jaipur,0
102815,1271,2023-10-29,Delivered,Web,Kochi,49
102816,1888,2023-10-29,Delivered,Store,Chennai,0
102817,1901,2023-10-29,Delivered,Mobile App,Mumbai,0
102818,2428,2023-10-29,Cancelled,Web,Delhi,0
102819,2802,2023-10-29,Delivered,Marketplace,Mumbai,49
102820,2939,2023-10-29,Delivered,Marketplace,Chennai,49
102821,373,2023-10-30,Delivered,Store,Hyderabad,49
102822,1520,2023-10-30,Delivered,Web,Chennai,0
102823,2066,2023-10-30,Delivered,Mobile App,Jaipur,49
102824,2146,2023-10-30,Delivered,Web,Mumbai,49
102825,2668,2023-10-30,Delivered,Mobile App,Bengaluru,0
102826,232,2023-10-31,Delivered,Web,Hyderabad,49
102827,541,2023-10-31,Delivered,Web,Lucknow,0
102828,562,2023-10-31,Delivered,Mobile App,Chennai,0
102829,701,2023-10-31,Delivered,Mobile App,Chennai,49
102830,1364,2023-10-31,Delivered,Mobile App,Bengaluru,49
102831,1492,2023-10-31,Delivered,Mobile App,Kolkata,0
102832,1741,2023-10-31,Delivered,Mobile App,Chennai,0
102833,2055,2023-10-31,Delivered,Web,Coimbatore,0
102834,16,2023-11-01,Delivered,Web,Chennai,0
102835,231,2023-11-01,Delivered,Mobile App,Mysuru,49
102836,419,2023-11-01,Delivered,Marketplace,Chennai,49
102837,519,2023-11-01,Delivered,Mobile App,Bengaluru,49
102838,678,2023-11-01,Delivered,Store,Mumbai,49
