return_id,order_item_id,return_date,reason,refund_amount
634,12043,2024-07-12,Size/fit issue,438.0
635,11828,2024-07-13,Size/fit issue,186.15
636,11787,2024-07-13,Defective,314.3
637,11487,2024-07-13,Wrong item,3004.2
638,12349,2024-07-14,Wrong item,426.55
639,11635,2024-07-14,Defective,1658.0
640,12296,2024-07-15,Size/fit issue,898.0
641,12068,2024-07-15,Wrong item,1931.3
642,11731,2024-07-15,Defective,539.1
643,12168,2024-07-16,Not as described,209.0
644,11757,2024-07-16,Size/fit issue,246.05
645,12006,2024-07-18,Size/fit issue,381.65
646,12412,2024-07-19,Size/fit issue,657.0
647,12104,2024-07-19,Not as described,556.2
648,11758,2024-07-20,Defective,1149.0
649,12397,2024-07-20,Size/fit issue,449.0
650,11613,2024-07-21,Defective,404.1
651,12173,2024-07-21,Late delivery,772.2
652,11751,2024-07-21,Late delivery,628.2
653,12454,2024-07-22,Changed mind,363.69
654,11838,2024-07-23,Wrong item,381.65
655,12114,2024-07-23,Size/fit issue,2463.3
656,12146,2024-07-24,Not as described,509.0
657,11975,2024-07-24,Changed mind,363.69
658,12470,2024-07-24,Size/fit issue,479.0
659,12791,2024-07-24,Changed mind,3042.94
660,12629,2024-07-24,Not as described,1149.0
661,12335,2024-07-24,Changed mind,1027.89
662,12740,2024-07-25,Defective,404.1
663,12574,2024-07-25,Size/fit issue,381.65
664,12792,2024-07-26,Size/fit issue,1879.1
665,12594,2024-07-27,Defective,203.15
666,12223,2024-07-28,Size/fit issue,279.65
667,12371,2024-07-29,Not as described,230.3
668,12941,2024-07-29,Not as described,2029.0
669,12585,2024-07-30,Size/fit issue,219.0
670,12079,2024-07-30,Size/fit issue,759.0
671,12700,2024-07-31,Defective,449.0
672,12634,2024-08-01,Defective,449.0
673,12279,2024-08-01,Wrong item,531.05
674,12500,2024-08-02,Defective,1347.0
675,12424,2024-08-02,Changed mind,323.28
676,12071,2024-08-02,Late delivery,349.0
677,12113,2024-08-03,Wrong item,312.55
678,12398,2024-08-03,Defective,449.0
679,13098,2024-08-04,Not as described,1484.1
680,12611,2024-08-05,Size/fit issue,449.0
681,12619,2024-08-05,Not as described,1829.0
682,12271,2024-08-06,Not as described,209.0
683,13113,2024-08-07,Changed mind,278.1
684,13116,2024-08-08,Defective,22814.1
685,12864,2024-08-09,Defective,329.0
686,13076,2024-08-09,Not as described,409.0
687,12596,2024-08-10,Wrong item,343.2
688,12798,2024-08-10,Size/fit issue,349.0
689,13119,2024-08-11,Size/fit issue,432.65
690,13128,2024-08-12,Changed mind,827.1
691,13003,2024-08-12,Defective,2446.2
692,12569,2024-08-12,Defective,198.55
693,13135,2024-08-14,Wrong item,919.2
694,12974,2024-08-14,Size/fit issue,1149.0
695,12812,2024-08-14,Late delivery,1538.1
696,13105,2024-08-15,Defective,1374.3
697,13153,2024-08-15,Defective,426.55
698,12737,2024-08-15,Defective,329.0
699,12942,2024-08-16,Not as described,426.55
700,12815,2024-08-16,Defective,429.0
701,13294,2024-08-16,Changed mind,383.9
702,13270,2024-08-17,Wrong item,359.2
703,13215,2024-08-18,Defective,219.0
704,12866,2024-08-19,Size/fit issue,4359.0
705,13672,2024-08-20,Not as described,431.1
706,13051,2024-08-20,Wrong item,368.1
707,13272,2024-08-20,Defective,8939.0
708,12867,2024-08-21,Defective,319.2
709,13436,2024-08-21,Defective,207538.2
710,13849,2024-08-22,Size/fit issue,219.0
711,13841,2024-08-22,Size/fit issue,989.0
712,13318,2024-08-22,Size/fit issue,7578.0
713,13586,2024-08-22,Size/fit issue,125.3
714,13540,2024-08-23,Defective,404.1
715,13277,2024-08-23,Defective,3669.6
716,13312,2024-08-23,Size/fit issue,558.4
717,13062,2024-08-24,Wrong item,1376.1
718,13950,2024-08-24,Not as described,359.2
719,13152,2024-08-24,Wrong item,1286.6
720,14031,2024-08-25,Changed mind,404.1
721,13535,2024-08-25,Defective,367.2
722,13559,2024-08-26,Size/fit issue,319.0
723,13145,2024-08-26,Defective,404.1
724,13498,2024-08-26,Defective,2279.05
725,13944,2024-08-27,Changed mind,1212.3
726,13576,2024-08-28,Changed mind,383.9
727,13669,2024-08-28,Defective,198.55
728,13640,2024-08-29,Not as described,7578.0
729,13936,2024-08-29,Defective,404.1
730,13885,2024-08-29,Not as described,219.0
731,13428,2024-08-30,Defective,4454.1
732,13868,2024-08-30,Size/fit issue,1304.1
733,13489,2024-08-30,Late delivery,449.0
734,13231,2024-08-30,Defective,449.0
735,13401,2024-08-31,Not as described,197.1
736,13443,2024-09-01,Not as described,119.0
737,14409,2024-09-02,Defective,699.0
738,13710,2024-09-02,Defective,296.1
739,14323,2024-09-03,Not as described,329.0
740,14450,2024-09-03,Wrong item,197.1
741,14390,2024-09-03,Changed mind,1213.24
742,13745,2024-09-03,Not as described,449.0
743,14170,2024-09-03,Size/fit issue,2028.6
744,13588,2024-09-03,Size/fit issue,259.0
745,13752,2024-09-04,Size/fit issue,217.55
746,13822,2024-09-04,Size/fit issue,1149.0
747,13999,2024-09-04,Defective,898.0
748,14447,2024-09-05,Defective,1143.2
749,14169,2024-09-05,Size/fit issue,1838.4
750,14236,2024-09-05,Not as described,449.0
751,13511,2024-09-05,Not as described,274.55
752,14315,2024-09-06,Changed mind,343.48
753,14135,2024-09-06,Changed mind,1481.49
754,14355,2024-09-07,Size/fit issue,217.55
755,13676,2024-09-09,Changed mind,177.39
756,13887,2024-09-10,Wrong item,1091.55
757,13908,2024-09-10,Changed mind,197.1
758,14332,2024-09-10,Wrong item,853.1
759,13774,2024-09-10,Defective,1778.0
760,14567,2024-09-11,Size/fit issue,379.05
761,14538,2024-09-12,Not as described,699.0
762,14813,2024-09-12,Changed mind,2680.2
763,14942,2024-09-13,Size/fit issue,329.0
764,14797,2024-09-13,Defective,849.0
765,14397,2024-09-14,Not as described,1862.1
766,13884,2024-09-14,Wrong item,687.0
767,13959,2024-09-14,Size/fit issue,381.65
768,14082,2024-09-14,Defective,381.65
769,14730,2024-09-14,Defective,177.65
770,14601,2024-09-14,Not as described,809.0
771,14084,2024-09-15,Size/fit issue,5889.05
772,13845,2024-09-15,Not as described,625.1
773,14959,2024-09-15,Size/fit issue,1423.1
774,14634,2024-09-15,Size/fit issue,409.0
775,14864,2024-09-15,Changed mind,404.1
776,15016,2024-09-16,Late delivery,3078.0
777,14695,2024-09-17,Defective,219.0
778,14029,2024-09-18,Not as described,529.0
779,14076,2024-09-19,Defective,1091.55
780,14018,2024-09-19,Changed mind,1457.19
781,14685,2024-09-20,Size/fit issue,987.0
782,14609,2024-09-20,Defective,263.2
783,14317,2024-09-20,Size/fit issue,798.0
784,14845,2024-09-20,Wrong item,340.1
785,14798,2024-09-21,Size/fit issue,1197.0
786,15180,2024-09-21,Defective,409.0
787,15198,2024-09-21,Defective,413.1
788,15186,2024-09-21,Size/fit issue,449.0
789,14684,2024-09-22,Size/fit issue,1673.65
790,14976,2024-09-22,Size/fit issue,219.0
791,14731,2024-09-22,Changed mind,404.1
792,14809,2024-09-23,Size/fit issue,898.0
793,14865,2024-09-23,Changed mind,282.87
794,15210,2024-09-24,Defective,409.0
795,14758,2024-09-24,Changed mind,671.49
796,15153,2024-09-25,Defective,208.05
797,14414,2024-09-26,Size/fit issue,889.95
798,14629,2024-09-26,Not as described,3338.0
799,14855,2024-09-27,Late delivery,449.0
800,15050,2024-09-27,Wrong item,654.55
801,14754,2024-09-27,Size/fit issue,919.2
802,14898,2024-09-27,Size/fit issue,898.0
803,15522,2024-09-28,Defective,1829.0
804,14725,2024-09-28,Not as described,1772.1
805,15200,2024-09-28,Changed mind,383.9
806,15308,2024-09-29,Size/fit issue,404.1
807,14552,2024-09-30,Not as described,175.2
808,15046,2024-09-30,Size/fit issue,853.1
809,15254,2024-09-30,Late delivery,591.3
810,14764,2024-10-01,Size/fit issue,658.0
811,15628,2024-10-02,Wrong item,449.0
812,15351,2024-10-02,Defective,449.0
813,15002,2024-10-03,Defective,219.0
814,15457,2024-10-03,Size/fit issue,1149.0
815,14753,2024-10-03,Not as described,449.0
816,15750,2024-10-03,Defective,332.1
817,15248,2024-10-03,Size/fit issue,808.2
818,14795,2024-10-03,Defective,479.2
819,15236,2024-10-04,Wrong item,219.0
820,14856,2024-10-04,Not as described,449.0
821,15412,2024-10-04,Size/fit issue,3058.0
822,15030,2024-10-04,Size/fit issue,194.65
823,15687,2024-10-05,Defective,404.1
824,15226,2024-10-05,Changed mind,1654.56
825,15368,2024-10-06,Wrong item,3109.0
826,15160,2024-10-06,Changed mind,187.24
827,14888,2024-10-06,Not as described,4798.0
828,15502,2024-10-07,Changed mind,161.1
829,15489,2024-10-07,Size/fit issue,219.0
830,15829,2024-10-07,Defective,359.2
831,15984,2024-10-08,Defective,381.65
832,15141,2024-10-08,Changed mind,20673.04
833,15463,2024-10-09,Changed mind,767.79
834,15537,2024-10-09,Size/fit issue,449.0
835,15845,2024-10-09,Changed mind,2068.2
836,15330,2024-10-10,Changed mind,808.2
837,15840,2024-10-10,Changed mind,282.87
838,15014,2024-10-11,Size/fit issue,390.15
839,15575,2024-10-11,Size/fit issue,186.15
840,15277,2024-10-11,Defective,1646.1
841,15652,2024-10-12,Size/fit issue,314.3
842,15605,2024-10-12,Changed mind,197.1
843,15086,2024-10-12,Defective,449.0
844,15823,2024-10-12,Size/fit issue,1348.05
845,15988,2024-10-13,Defective,639.0
846,15167,2024-10-13,Changed mind,187.24
847,15171,2024-10-13,Changed mind,404.1
848,16089,2024-10-13,Late delivery,449.0
849,15672,2024-10-14,Wrong item,329.0
850,15793,2024-10-14,Defective,1862.1
851,16094,2024-10-14,Changed mind,1051.47
852,15279,2024-10-14,Late delivery,449.0
853,15363,2024-10-14,Not as described,349.0
854,15865,2024-10-14,Size/fit issue,449.0
855,15780,2024-10-14,Size/fit issue,259.0
856,15960,2024-10-15,Defective,312.55
857,15965,2024-10-16,Defective,426.55
858,15281,2024-10-16,Not as described,296.1
859,15568,2024-10-17,Size/fit issue,219.0
860,16036,2024-10-17,Wrong item,698.0
861,15384,2024-10-18,Changed mind,878.98
862,15836,2024-10-18,Late delivery,711.55
863,16001,2024-10-18,Changed mind,413.1
864,16194,2024-10-18,Changed mind,314.1
865,16288,2024-10-18,Changed mind,197.1
866,16010,2024-10-19,Defective,5354.3
867,16315,2024-10-19,Changed mind,159.89
868,15596,2024-10-19,Size/fit issue,177.65
869,15506,2024-10-20,Size/fit issue,404.1
870,15429,2024-10-20,Changed mind,574.2
871,16155,2024-10-21,Not as described,2411.1
872,15957,2024-10-21,Size/fit issue,359.2
873,15460,2024-10-21,Not as described,629.1
874,16362,2024-10-22,Defective,349.0
875,16582,2024-10-22,Defective,404.1
876,15717,2024-10-23,Defective,107.1
877,15799,2024-10-23,Defective,664.05
878,15852,2024-10-23,Changed mind,363.69
879,16469,2024-10-23,Changed mind,323.28
880,16177,2024-10-24,Size/fit issue,194.65
881,16668,2024-10-24,Not as described,509.0
882,15996,2024-10-24,Changed mind,1091.07
883,15762,2024-10-25,Changed mind,188.1
884,16077,2024-10-25,Changed mind,281.3
885,16669,2024-10-25,Defective,381.65
886,16372,2024-10-25,Defective,1347.0
887,15795,2024-10-25,Defective,449.0
888,16080,2024-10-25,Not as described,2157.3
889,16110,2024-10-25,Defective,763.3
890,16849,2024-10-26,Size/fit issue,349.0
891,16201,2024-10-26,Defective,638.4
892,16559,2024-10-26,Not as described,654.55
893,15972,2024-10-27,Wrong item,438.0
894,15690,2024-10-27,Changed mind,404.1
895,15898,2024-10-27,Changed mind,266.49
896,16238,2024-10-28,Late delivery,329.0
897,16142,2024-10-28,Not as described,449.0
898,16034,2024-10-28,Changed mind,1223.1
899,15938,2024-10-28,Size/fit issue,8492.05
900,16326,2024-10-29,Size/fit issue,219.0
901,16880,2024-10-30,Not as described,1784.1
902,16811,2024-10-30,Wrong item,689.0
903,16659,2024-10-31,Changed mind,282.87
904,15830,2024-10-31,Changed mind,131.67
905,16186,2024-11-01,Changed mind,404.1
906,17149,2024-11-01,Wrong item,858.0
907,16184,2024-11-01,Late delivery,449.0
908,15905,2024-11-02,Late delivery,1838.0
909,16990,2024-11-02,Not as described,449.0
910,17017,2024-11-02,Changed mind,376.2
911,15992,2024-11-02,Size/fit issue,591.3
912,16464,2024-11-02,Wrong item,609.0
913,16021,2024-11-02,Defective,559.0
914,16904,2024-11-02,Size/fit issue,657.0
915,16460,2024-11-02,Not as described,763.3
916,16807,2024-11-03,Not as described,479.0
917,17193,2024-11-03,Changed mind,4103.1
918,16068,2024-11-03,Changed mind,194.67
919,16180,2024-11-03,Defective,3410.1
920,16006,2024-11-04,Changed mind,404.1
921,16648,2024-11-04,Changed mind,458.1
922,16191,2024-11-04,Wrong item,327.2
923,17102,2024-11-04,Defective,449.0
924,16051,2024-11-05,Not as described,259.0
925,17015,2024-11-05,Defective,1578.0
926,17018,2024-11-05,Defective,2222.1
927,16244,2024-11-06,Size/fit issue,349.0
928,16342,2024-11-06,Late delivery,2715.1
929,16457,2024-11-06,Not as described,658.0
930,16570,2024-11-07,Size/fit issue,3724.2
931,16492,2024-11-07,Size/fit issue,853.1
932,17366,2024-11-07,Not as described,898.0
933,17007,2024-11-08,Defective,438.0
934,16450,2024-11-08,Not as described,455.05
935,16412,2024-11-09,Changed mind,404.1
936,17571,2024-11-09,Changed mind,772.2
937,16343,2024-11-09,Wrong item,319.2
938,17246,2024-11-09,Size/fit issue,381.65
939,16913,2024-11-10,Defective,449.0
940,16654,2024-11-10,Size/fit issue,399.0
941,17319,2024-11-11,Changed mind,177.39
942,17412,2024-11-11,Size/fit issue,1034.1
943,16673,2024-11-11,Wrong item,426.55
944,16961,2024-11-11,Changed mind,2573.1
945,16597,2024-11-11,Changed mind,702.27
946,16713,2024-11-12,Not as described,449.0
947,16735,2024-11-12,Defective,426.55
948,16712,2024-11-13,Defective,329.0
949,17325,2024-11-13,Defective,153.3
950,17513,2024-11-14,Size/fit issue,179.0
951,17469,2024-11-14,Size/fit issue,2599.3
952,17327,2024-11-14,Size/fit issue,296.1
953,16922,2024-11-14,Not as described,449.0
954,17216,2024-11-14,Defective,4229.1
955,17824,2024-11-15,Wrong item,449.0
956,16630,2024-11-15,Late delivery,2298.0
957,17485,2024-11-15,Not as described,1421.1
958,17269,2024-11-16,Defective,407.15
959,17510,2024-11-16,Changed mind,404.1
960,17621,2024-11-17,Defective,620.1
961,17727,2024-11-17,Changed mind,1270.89
962,17755,2024-11-18,Size/fit issue,449.0
963,17738,2024-11-18,Defective,981.6
964,17858,2024-11-19,Not as described,5459.0
965,17204,2024-11-19,Changed mind,197.1
966,17894,2024-11-19,Size/fit issue,808.2
967,17595,2024-11-19,Changed mind,1034.1
968,17471,2024-11-20,Changed mind,1091.07
969,17272,2024-11-20,Not as described,888.3
970,18102,2024-11-20,Changed mind,14282.1
971,17628,2024-11-20,Defective,479.0
972,17616,2024-11-20,Changed mind,368.1
973,16751,2024-11-20,Wrong item,359.2
974,17635,2024-11-21,Defective,4899.3
975,18073,2024-11-22,Not as described,229.0
976,17150,2024-11-22,Not as described,449.0
977,17179,2024-11-22,Defective,262.65
978,18128,2024-11-23,Not as described,1746.1
979,16893,2024-11-23,Wrong item,559.0
980,18056,2024-11-23,Changed mind,404.1
981,17668,2024-11-23,Wrong item,220.15
982,17792,2024-11-23,Size/fit issue,628.6
983,17827,2024-11-23,Changed mind,394.2
984,18069,2024-11-24,Defective,219.0
985,17185,2024-11-25,Not as described,219.0
986,17417,2024-11-25,Changed mind,767.79
987,17975,2024-11-25,Size/fit issue,449.0
988,17653,2024-11-26,Not as described,898.0
989,17087,2024-11-26,Defective,107.1
990,17305,2024-11-27,Size/fit issue,219.0
991,17634,2024-11-27,Not as described,426.55
992,17895,2024-11-28,Defective,219.0
993,17457,2024-11-28,Changed mind,413.1
994,18154,2024-11-28,Not as described,763.3
995,18582,2024-11-28,Late delivery,449.0
996,17844,2024-11-28,Not as described,628.6
997,18217,2024-11-29,Defective,314.1
998,18283,2024-11-29,Not as described,394.2
999,17602,2024-11-29,Wrong item,186.15
1000,17920,2024-11-29,Defective,198.55
1001,17489,2024-11-30,Defective,219.0
1002,17702,2024-11-30,Not as described,438.0
1003,17908,2024-11-30,Size/fit issue,404.1
1004,17747,2024-12-01,Not as described,2531.3
1005,17439,2024-12-01,Size/fit issue,186.15
1006,18595,2024-12-02,Size/fit issue,890.1
1007,18235,2024-12-02,Size/fit issue,449.0
1008,17817,2024-12-02,Size/fit issue,1452.55
1009,18783,2024-12-02,Size/fit issue,449.0
1010,17780,2024-12-03,Defective,15179.1
1011,18243,2024-12-03,Not as described,359.2
1012,18762,2024-12-03,Changed mind,374.49
1013,18938,2024-12-04,Changed mind,305.24
1014,18904,2024-12-04,Size/fit issue,219.0
1015,17692,2024-12-05,Wrong item,449.0
1016,17686,2024-12-05,Defective,449.0
1017,18387,2024-12-05,Size/fit issue,404.1
1018,17797,2024-12-05,Wrong item,404.1
1019,17707,2024-12-07,Changed mind,3972.96
1020,17834,2024-12-07,Size/fit issue,1646.1
1021,17740,2024-12-08,Late delivery,449.0
1022,18916,2024-12-08,Defective,219.0
1023,19016,2024-12-08,Wrong item,386.1
1024,18463,2024-12-08,Size/fit issue,6812.1
1025,17903,2024-12-09,Not as described,426.55
1026,18890,2024-12-09,Changed mind,1169.69
1027,18962,2024-12-09,Size/fit issue,409.0
1028,18062,2024-12-10,Changed mind,413.1
1029,18265,2024-12-10,Size/fit issue,263.2
1030,18123,2024-12-11,Late delivery,309.0
1031,18188,2024-12-11,Wrong item,314.3
1032,18818,2024-12-11,Wrong item,624.15
1033,19199,2024-12-12,Late delivery,862.2
1034,18907,2024-12-13,Wrong item,625.1
1035,18672,2024-12-13,Size/fit issue,1829.0
1036,19323,2024-12-13,Wrong item,1212.3
1037,19393,2024-12-13,Size/fit issue,2619.15
1038,18034,2024-12-13,Changed mind,5579.1
1039,19178,2024-12-14,Not as described,320.6
1040,18970,2024-12-14,Size/fit issue,404.1
1041,19064,2024-12-14,Size/fit issue,359.2
1042,19014,2024-12-15,Changed mind,725.9
1043,19131,2024-12-16,Size/fit issue,898.0
1044,19401,2024-12-16,Wrong item,459.0
1045,18200,2024-12-17,Defective,177.65
1046,19047,2024-12-17,Changed mind,728.1
1047,19280,2024-12-18,Size/fit issue,372.3
1048,18987,2024-12-18,Changed mind,785.74
1049,18728,2024-12-18,Defective,449.0
1050,18973,2024-12-18,Not as described,663.2
1051,18319,2024-12-19,Defective,188.1
1052,19276,2024-12-20,Size/fit issue,12398.0
1053,19177,2024-12-20,Size/fit issue,438.0
1054,19158,2024-12-20,Size/fit issue,1359.0
1055,18851,2024-12-20,Changed mind,366.44
1056,19753,2024-12-21,Size/fit issue,483.55
1057,18619,2024-12-22,Changed mind,188.1
1058,19459,2024-12-22,Changed mind,808.2
1059,18445,2024-12-22,Not as described,390.15
1060,19170,2024-12-22,Not as described,161.1
1061,19545,2024-12-23,Size/fit issue,670.6
1062,18959,2024-12-23,Size/fit issue,2150.1
1063,18707,2024-12-24,Not as described,3058.0
1064,19904,2024-12-24,Size/fit issue,1299.0
1065,19537,2024-12-25,Not as described,919.0
1066,19233,2024-12-25,Changed mind,343.48
1067,18834,2024-12-26,Defective,197.1
1068,19409,2024-12-26,Late delivery,449.0
1069,19783,2024-12-26,Size/fit issue,438.0
1070,19406,2024-12-26,Not as described,764.1
1071,19722,2024-12-26,Size/fit issue,853.1
1072,18842,2024-12-26,Defective,246.05
1073,18952,2024-12-26,Not as described,229.0
1074,19968,2024-12-27,Not as described,529.0
1075,19357,2024-12-27,Late delivery,1052.1
1076,18797,2024-12-27,Wrong item,369.0
1077,19256,2024-12-27,Size/fit issue,404.1
1078,18884,2024-12-28,Defective,398.05
1079,19840,2024-12-28,Size/fit issue,296.1
1080,19640,2024-12-28,Not as described,853.1
1081,18880,2024-12-29,Size/fit issue,426.55
1082,19770,2024-12-29,Changed mind,404.1
1083,19142,2024-12-30,Size/fit issue,1943.1
1084,19541,2024-12-30,Wrong item,958.0
1085,19172,2024-12-30,Changed mind,3334.64
1086,19182,2024-12-30,Changed mind,136.94
1087,19002,2024-12-31,Size/fit issue,449.0
1088,19583,2024-12-31,Size/fit issue,1367.2
1089,19755,2024-12-31,Not as described,2858.0
1090,18982,2024-12-31,Size/fit issue,449.0
1091,20246,2025-01-01,Changed mind,1297.89
1092,20480,2025-01-02,Changed mind,188.1
1093,19479,2025-01-02,Wrong item,449.0
1094,20460,2025-01-02,Size/fit issue,219.0
1095,20071,2025-01-03,Changed mind,458.1
1096,19858,2025-01-03,Defective,1489.0
1097,19871,2025-01-04,Wrong item,426.55
1098,20459,2025-01-04,Wrong item,987.0
1099,19562,2025-01-05,Changed mind,1142.1
1100,20392,2025-01-05,Not as described,1737.55
1101,19314,2025-01-06,Defective,8278.0
1102,19854,2025-01-06,Not as described,208.05
1103,19352,2025-01-06,Late delivery,1034.1
1104,20636,2025-01-06,Defective,329.0
1105,19326,2025-01-06,Changed mind,131.67
1106,20702,2025-01-06,Size/fit issue,5579.1
1107,20179,2025-01-07,Wrong item,259.0
1108,20173,2025-01-07,Changed mind,177.39
1109,20148,2025-01-07,Wrong item,919.0
1110,20029,2025-01-09,Defective,3031.2
1111,20897,2025-01-09,Defective,898.0
1112,20449,2025-01-10,Changed mind,532.17
1113,20169,2025-01-10,Defective,296.1
1114,20245,2025-01-11,Not as described,426.55
1115,20444,2025-01-11,Size/fit issue,671.2
1116,20381,2025-01-11,Size/fit issue,6299.1
1117,19672,2025-01-11,Wrong item,449.0
1118,20166,2025-01-11,Changed mind,404.1
1119,20139,2025-01-11,Size/fit issue,1529.0
1120,19975,2025-01-12,Changed mind,591.3
1121,21050,2025-01-12,Wrong item,531.05
1122,19687,2025-01-12,Changed mind,548.1
1123,20542,2025-01-12,Defective,763.3
1124,20982,2025-01-12,Defective,349.0
1125,20092,2025-01-12,Size/fit issue,525.6
1126,19901,2025-01-13,Size/fit issue,798.0
1127,20215,2025-01-13,Not as described,5515.3
1128,19993,2025-01-13,Wrong item,839.0
1129,20685,2025-01-13,Size/fit issue,1070.3
1130,20288,2025-01-13,Defective,1529.0
1131,20403,2025-01-13,Wrong item,274.55
1132,20827,2025-01-14,Size/fit issue,449.0
1133,21064,2025-01-14,Changed mind,167.54
1134,20030,2025-01-14,Changed mind,996.3
1135,20646,2025-01-16,Size/fit issue,418.0
1136,20871,2025-01-16,Defective,197.1
1137,19924,2025-01-16,Defective,449.0
1138,21249,2025-01-17,Size/fit issue,327.2
1139,21381,2025-01-17,Changed mind,266.49
1140,20550,2025-01-17,Changed mind,4103.1
1141,20282,2025-01-17,Wrong item,208.05
1142,20293,2025-01-17,Size/fit issue,113.05
1143,20076,2025-01-17,Defective,3475.1
1144,21191,2025-01-17,Not as described,1276.2
1145,21265,2025-01-17,Not as described,1858.0
1146,21026,2025-01-19,Defective,989.0
1147,21295,2025-01-19,Not as described,1269.0
1148,21069,2025-01-19,Size/fit issue,188.1
1149,20319,2025-01-19,Defective,449.0
1150,20791,2025-01-20,Size/fit issue,898.0
1151,20089,2025-01-20,Defective,1969.0
1152,21187,2025-01-20,Changed mind,368.1
1153,20474,2025-01-21,Size/fit issue,293.55
1154,21468,2025-01-22,Size/fit issue,980.1
1155,21327,2025-01-22,Changed mind,458.1
1156,20337,2025-01-23,Size/fit issue,329.0
1157,20824,2025-01-24,Defective,197.1
1158,20513,2025-01-24,Defective,259.0
1159,20320,2025-01-24,Defective,610.2
1160,21181,2025-01-24,Changed mind,371.07
1161,21067,2025-01-25,Late delivery,416.1
1162,20350,2025-01-25,Not as described,438.0
1163,21198,2025-01-25,Changed mind,282.87
1164,20514,2025-01-25,Defective,426.55
1165,20886,2025-01-25,Wrong item,359.2
1166,21524,2025-01-25,Size/fit issue,329.0
1167,20939,2025-01-25,Defective,449.0
1168,21488,2025-01-25,Changed mind,221.45
1169,20843,2025-01-27,Not as described,426.55
1170,21921,2025-01-27,Changed mind,404.1
1171,21298,2025-01-28,Size/fit issue,329.0
1172,21897,2025-01-28,Not as described,1308.15
1173,21255,2025-01-28,Size/fit issue,2218.0
1174,20952,2025-01-28,Size/fit issue,789.0
1175,21017,2025-01-29,Late delivery,359.2
1176,20675,2025-01-29,Defective,350.4
1177,21629,2025-01-29,Wrong item,976.65
1178,21284,2025-01-29,Defective,620.1
1179,21233,2025-01-30,Wrong item,331.55
1180,22126,2025-01-31,Size/fit issue,1231.65
1181,21840,2025-01-31,Size/fit issue,657.0
1182,22161,2025-01-31,Not as described,728.1
1183,22250,2025-02-01,Late delivery,449.0
1184,21607,2025-02-01,Changed mind,167.54
1185,21632,2025-02-01,Defective,718.4
1186,22327,2025-02-02,Changed mind,294.48
1187,21698,2025-02-02,Defective,197.1
1188,22313,2025-02-02,Wrong item,449.0
1189,21599,2025-02-02,Size/fit issue,309.0
1190,21336,2025-02-02,Size/fit issue,404.1
1191,22048,2025-02-03,Size/fit issue,449.0
1192,22391,2025-02-03,Defective,438.0
1193,21044,2025-02-03,Defective,602.65
1194,21904,2025-02-03,Changed mind,197.1
1195,22069,2025-02-04,Defective,1574.1
1196,22440,2025-02-04,Size/fit issue,197.1
1197,22002,2025-02-04,Changed mind,363.69
1198,22364,2025-02-04,Size/fit issue,399.0
1199,21680,2025-02-04,Changed mind,301.68
1200,22279,2025-02-04,Not as described,449.0
1201,22556,2025-02-05,Changed mind,801.09
1202,21564,2025-02-05,Changed mind,517.59
1203,22088,2025-02-06,Changed mind,278.1
1204,21469,2025-02-06,Defective,449.0
1205,22477,2025-02-07,Changed mind,197.1
1206,22409,2025-02-07,Late delivery,407.55
1207,21175,2025-02-07,Wrong item,449.0
1208,21944,2025-02-07,Defective,763.3
1209,21356,2025-02-07,Not as described,209.0
1210,21742,2025-02-08,Size/fit issue,219.0
1211,22542,2025-02-08,Changed mind,207.27
1212,21799,2025-02-08,Defective,853.1
1213,21936,2025-02-08,Wrong item,1367.2
1214,22283,2025-02-08,Defective,449.0
1215,22149,2025-02-08,Late delivery,9398.0
1216,21487,2025-02-09,Size/fit issue,449.0
1217,22533,2025-02-09,Wrong item,404.1
1218,22847,2025-02-10,Defective,898.0
1219,21666,2025-02-10,Changed mind,272.74
1220,21309,2025-02-11,Late delivery,219.0
1221,21426,2025-02-11,Size/fit issue,1157.1
1222,22725,2025-02-11,Defective,853.1
1223,22596,2025-02-11,Not as described,259.0
1224,21293,2025-02-11,Defective,4559.0
1225,21863,2025-02-11,Not as described,329.0
1226,21464,2025-02-11,Late delivery,1149.0
1227,22699,2025-02-11,Size/fit issue,329.0
1228,21933,2025-02-13,Wrong item,271.15
1229,21994,2025-02-13,Defective,389.0
1230,21714,2025-02-13,Changed mind,1173.69
1231,21551,2025-02-13,Size/fit issue,366.4
1232,21935,2025-02-13,Size/fit issue,3988.1
1233,22400,2025-02-13,Size/fit issue,3029.55
1234,22122,2025-02-13,Wrong item,296.1
1235,23227,2025-02-14,Changed mind,363.69
1236,22534,2025-02-14,Size/fit issue,1829.0
1237,22885,2025-02-14,Not as described,404.1
1238,21766,2025-02-14,Not as described,664.05
1239,22580,2025-02-14,Not as described,197.1
1240,22262,2025-02-15,Changed mind,1034.1
1241,21827,2025-02-15,Defective,287.1
1242,21838,2025-02-15,Size/fit issue,919.0
1243,21718,2025-02-16,Defective,359.2
1244,21945,2025-02-16,Size/fit issue,898.0
1245,22974,2025-02-16,Changed mind,332.1
1246,22301,2025-02-16,Changed mind,458.1
1247,21747,2025-02-16,Size/fit issue,3220.65
1248,23350,2025-02-17,Not as described,198.55
1249,23272,2025-02-17,Wrong item,197.1
1250,21835,2025-02-17,Wrong item,404.1
1251,22295,2025-02-18,Changed mind,1034.1
1252,22244,2025-02-18,Size/fit issue,350.4
