payment_id,order_id,payment_method,payment_status,amount,paid_at
502728,102728,COD,Success,498.0,2023-10-20 17:29:15
502729,102729,UPI,Success,3048.65,2023-10-20 19:59:46
502730,102730,UPI,Success,2187.0,2023-10-20 09:58:33
502731,102731,Credit Card,Success,765.2,2023-10-20 13:16:49
502732,102732,UPI,Success,13023.05,2023-10-21 09:52:41
502733,102733,Credit Card,Success,498.0,2023-10-21 18:00:27
502734,102734,COD,Success,1452.55,2023-10-21 17:13:25
502735,102735,UPI,Success,498.0,2023-10-21 08:55:19
502736,102736,UPI,Success,1626.2,2023-10-21 15:45:45
502737,102737,Debit Card,Success,1842.9,2023-10-21 16:08:58
502738,102738,COD,Success,593.46,2023-10-21 16:16:18
502739,102739,Credit Card,Success,938.3,2023-10-21 08:01:14
502740,102740,Credit Card,Success,2578.15,2023-10-21 03:19:14
502741,102741,Debit Card,Success,561.55,2023-10-21 12:45:39
502742,102742,Credit Card,Failed,498.0,2023-10-21 07:39:05
502743,102743,Net Banking,Success,3208.0,2023-10-22 17:50:42
502744,102744,UPI,Success,1047.0,2023-10-22 18:06:23
502745,102745,UPI,Success,1202.05,2023-10-22 03:25:44
502746,102746,UPI,Success,4306.0,2023-10-22 11:32:26
502747,102747,Debit Card,Success,453.1,2023-10-22 22:48:10
502748,102748,UPI,Success,1149.0,2023-10-22 07:38:36
502749,102749,UPI,Success,968.0,2023-10-22 01:07:36
502750,102750,UPI,Success,681.2,2023-10-22 19:01:48
502751,102751,UPI,Success,664.1,2023-10-23 05:02:08
502752,102752,Debit Card,Success,1535.7,2023-10-23 07:54:13
502753,102753,Debit Card,Refunded,8512.15,2023-10-23 06:08:33
502754,102754,Debit Card,Success,2608.2,2023-10-23 03:50:29
502755,102755,UPI,Success,4047.4,2023-10-23 03:31:14
502756,102756,Debit Card,Success,12638.55,2023-10-23 23:38:53
502757,102757,Wallet,Refunded,947.0,2023-10-23 04:38:17
502758,102758,UPI,Success,2496.6,2023-10-23 02:03:01
502759,102759,COD,Success,1636.2,2023-10-24 21:00:34
502760,102760,COD,Success,257.05,2023-10-24 15:06:00
502761,102761,Debit Card,Success,1040.4,2023-10-24 13:44:52
502762,102762,Credit Card,Success,3189.0,2023-10-24 13:04:58
502763,102763,UPI,Success,2062.1,2023-10-24 18:08:24
502764,102764,Credit Card,Success,1149.0,2023-10-24 03:43:45
502765,102765,UPI,Refunded,2368.95,2023-10-24 01:39:14
502766,102766,UPI,Success,498.0,2023-10-24 19:45:11
502767,102767,Debit Card,Success,2338.1,2023-10-24 05:43:27
502768,102768,Net Banking,Success,2705.7,2023-10-24 14:35:33
502769,102769,Debit Card,Success,608.0,2023-10-24 08:17:24
502770,102770,Credit Card,Success,15266.35,2023-10-24 06:25:38
502771,102771,UPI,Success,480.1,2023-10-24 20:22:30
502772,102772,UPI,Success,638.7,2023-10-25 11:51:03
502773,102773,COD,Success,6019.3,2023-10-25 19:57:28
502774,102774,UPI,Success,8635.15,2023-10-25 22:04:11
502775,102775,UPI,Refunded,430.65,2023-10-25 21:56:42
502776,102776,Net Banking,Success,2139.0,2023-10-25 03:35:24
502777,102777,Debit Card,Success,1382.85,2023-10-25 14:31:26
502778,102778,UPI,Success,338.0,2023-10-25 12:17:42
502779,102779,UPI,Success,8037.9,2023-10-25 05:08:24
502780,102780,UPI,Success,1461.9,2023-10-25 00:56:05
502781,102781,Debit Card,Success,498.0,2023-10-25 22:57:29
502782,102782,UPI,Success,2331.55,2023-10-25 08:37:15
502783,102783,UPI,Success,257.05,2023-10-25 00:17:41
502784,102784,UPI,Success,498.0,2023-10-25 03:51:16
502785,102785,Debit Card,Success,1347.0,2023-10-25 10:09:15
502786,102786,UPI,Success,5300.2,2023-10-26 18:14:20
502787,102787,Credit Card,Success,235.15,2023-10-26 08:32:03
502788,102788,Credit Card,Failed,574.6,2023-10-26 23:21:52
502789,102789,UPI,Success,1422.3,2023-10-26 22:54:25
502790,102790,COD,Success,1315.1,2023-10-26 09:55:05
502791,102791,UPI,Success,8624.2,2023-10-26 07:08:00
502792,102792,Debit Card,Success,8411.05,2023-10-26 13:19:06
502793,102793,Credit Card,Refunded,894.55,2023-10-26 20:01:50
502794,102794,Debit Card,Success,379.65,2023-10-26 01:04:21
502795,102795,Net Banking,Success,2050.2,2023-10-27 07:58:27
502796,102796,Debit Card,Success,1372.2,2023-10-27 14:53:48
502797,102797,Credit Card,Success,1022.2,2023-10-27 02:34:17
502798,102798,Debit Card,Success,936.0,2023-10-27 09:55:37
502799,102799,UPI,Success,2209.0,2023-10-27 06:01:33
502800,102800,Net Banking,Success,378.0,2023-10-27 23:50:07
502801,102801,Debit Card,Failed,2905.1,2023-10-27 07:00:18
502802,102802,UPI,Success,4198.75,2023-10-28 18:51:56
502803,102803,Wallet,Success,3917.55,2023-10-28 10:38:40
502804,102804,UPI,Success,2601.1,2023-10-28 12:49:39
502805,102805,Credit Card,Success,874.55,2023-10-28 19:29:09
502806,102806,COD,Success,812.3,2023-10-28 08:44:09
502807,102807,UPI,Success,640.3,2023-10-28 19:49:29
502808,102808,UPI,Success,268.0,2023-10-29 02:10:06
502809,102809,Credit Card,Success,5081.1,2023-10-29 07:07:23
502810,102810,COD,Success,1347.0,2023-10-29 22:51:48
502811,102811,Credit Card,Success,53804.6,2023-10-29 04:02:44
502812,102812,UPI,Success,458.0,2023-10-29 22:03:02
502813,102813,UPI,Success,498.0,2023-10-29 05:34:08
502814,102814,UPI,Success,4848.2,2023-10-29 21:21:09
502815,102815,COD,Success,608.0,2023-10-29 05:55:11
502816,102816,Credit Card,Success,13637.8,2023-10-29 20:05:48
502817,102817,Credit Card,Success,108729.15,2023-10-29 12:17:56
502818,102818,Credit Card,Failed,1815.05,2023-10-29 15:24:15
502819,102819,Credit Card,Success,978.1,2023-10-29 19:11:03
502820,102820,UPI,Success,345.1,2023-10-29 15:34:13
502821,102821,UPI,Success,257.05,2023-10-30 12:58:18
502822,102822,Debit Card,Success,1253.3,2023-10-30 22:58:28
502823,102823,COD,Success,627.2,2023-10-30 12:13:47
502824,102824,UPI,Success,453.1,2023-10-30 18:01:25
502825,102825,Net Banking,Success,3545.6,2023-10-30 05:13:40
502826,102826,UPI,Success,268.0,2023-10-31 20:46:45
502827,102827,UPI,Success,1365.15,2023-10-31 00:47:38
502828,102828,Credit Card,Success,1671.1,2023-10-31 09:12:19
502829,102829,UPI,Success,498.0,2023-10-31 23:29:34
502830,102830,Credit Card,Success,430.65,2023-10-31 13:56:34
502831,102831,Credit Card,Success,3837.05,2023-10-31 20:54:27
502832,102832,Credit Card,Success,3181.1,2023-10-31 01:56:03
502833,102833,UPI,Success,1104.3,2023-10-31 01:15:59
502834,102834,Wallet,Success,3412.65,2023-11-01 23:23:48
502835,102835,UPI,Success,144.2,2023-11-01 04:54:15
502836,102836,UPI,Success,266.55,2023-11-01 18:28:23
502837,102837,UPI,Success,398.0,2023-11-01 06:14:22
502838,102838,COD,Success,278.0,2023-11-01 20:30:17
502839,102839,UPI,Success,2233.1,2023-11-01 22:11:08
502840,102840,Credit Card,Success,29190.5,2023-11-01 22:42:12
502841,102841,Wallet,Success,5299.1,2023-11-01 15:31:59
502842,102842,Debit Card,Success,2514.2,2023-11-01 17:26:33
502843,102843,Net Banking,Success,638.0,2023-11-01 15:31:36
502844,102844,UPI,Success,640.3,2023-11-01 06:35:25
502845,102845,Credit Card,Success,508.0,2023-11-01 14:29:06
502846,102846,Net Banking,Success,430.65,2023-11-01 09:01:56
502847,102847,Credit Card,Success,777.65,2023-11-01 12:02:24
502848,102848,UPI,Success,1176.1,2023-11-02 11:25:40
502849,102849,COD,Success,1017.75,2023-11-02 05:37:41
502850,102850,Net Banking,Success,1212.2,2023-11-02 23:10:25
502851,102851,UPI,Success,4549.15,2023-11-02 09:46:20
502852,102852,COD,Success,338.0,2023-11-02 22:28:20
502853,102853,Wallet,Success,1784.25,2023-11-02 02:58:27
502854,102854,UPI,Success,1269.6,2023-11-02 20:06:50
502855,102855,Credit Card,Success,821.2,2023-11-02 03:09:46
502856,102856,COD,Success,1233.1,2023-11-02 11:44:54
502857,102857,UPI,Success,498.0,2023-11-03 02:44:27
502858,102858,Wallet,Success,658.0,2023-11-03 21:19:48
502859,102859,UPI,Success,438.3,2023-11-03 18:40:38
502860,102860,Net Banking,Refunded,7600.0,2023-11-03 18:34:26
502861,102861,Debit Card,Success,6199.0,2023-11-03 11:31:03
502862,102862,Credit Card,Success,2423.2,2023-11-03 21:37:27
502863,102863,UPI,Success,4636.75,2023-11-03 06:22:39
502864,102864,UPI,Success,1311.2,2023-11-03 00:00:16
502865,102865,Credit Card,Success,210091.2,2023-11-04 22:23:00
502866,102866,Debit Card,Success,2935.15,2023-11-04 01:46:26
502867,102867,UPI,Success,1149.0,2023-11-04 18:28:28
502868,102868,Net Banking,Success,1686.6,2023-11-04 04:06:57
502869,102869,UPI,Success,498.0,2023-11-04 03:05:55
502870,102870,UPI,Success,4372.1,2023-11-04 09:15:52
502871,102871,UPI,Success,2005.05,2023-11-04 13:17:24
502872,102872,UPI,Success,1638.15,2023-11-04 08:03:47
502873,102873,UPI,Refunded,235.15,2023-11-04 12:23:29
502874,102874,Debit Card,Success,717.0,2023-11-04 20:52:14
502875,102875,COD,Refunded,257.05,2023-11-05 00:30:19
502876,102876,Debit Card,Refunded,279.3,2023-11-05 06:06:45
502877,102877,UPI,Refunded,498.0,2023-11-05 11:34:17
502878,102878,UPI,Success,453.1,2023-11-05 22:00:57
502879,102879,UPI,Success,578.0,2023-11-05 20:51:51
502880,102880,UPI,Success,1785.55,2023-11-05 20:36:43
502881,102881,UPI,Success,3375.0,2023-11-05 21:03:25
502882,102882,Net Banking,Success,268.0,2023-11-05 09:16:17
502883,102883,Credit Card,Refunded,1992.2,2023-11-05 23:17:13
502884,102884,Debit Card,Success,498.0,2023-11-06 16:34:27
502885,102885,Net Banking,Success,1470.4,2023-11-06 09:05:03
502886,102886,Net Banking,Success,16273.1,2023-11-06 07:03:45
502887,102887,UPI,Success,1428.2,2023-11-06 14:34:48
502888,102888,UPI,Success,1347.0,2023-11-06 01:16:15
502889,102889,UPI,Success,498.0,2023-11-06 06:53:35
502890,102890,Debit Card,Success,453.1,2023-11-06 00:19:47
502891,102891,UPI,Success,1149.0,2023-11-06 07:45:05
502892,102892,Credit Card,Success,11731.8,2023-11-07 00:26:12
502893,102893,UPI,Success,3428.1,2023-11-07 08:05:10
502894,102894,Credit Card,Success,784.2,2023-11-07 07:32:42
502895,102895,Credit Card,Success,9547.65,2023-11-07 07:40:14
502896,102896,UPI,Success,498.0,2023-11-07 12:08:15
502897,102897,UPI,Refunded,221.49,2023-11-07 23:35:52
502898,102898,Credit Card,Success,1324.15,2023-11-07 03:04:48
502899,102899,Debit Card,Success,1754.05,2023-11-07 16:34:23
502900,102900,Net Banking,Success,498.0,2023-11-07 01:34:09
502901,102901,UPI,Success,430.65,2023-11-07 23:55:11
502902,102902,UPI,Success,1144.95,2023-11-07 12:56:04
502903,102903,Credit Card,Success,2890.3,2023-11-07 01:38:36
502904,102904,UPI,Success,498.0,2023-11-07 19:16:21
502905,102905,Debit Card,Success,1786.75,2023-11-08 04:06:18
502906,102906,UPI,Success,156.1,2023-11-08 00:25:11
502907,102907,Debit Card,Success,936.0,2023-11-08 12:00:39
502908,102908,UPI,Success,30310.75,2023-11-08 08:33:26
502909,102909,Credit Card,Success,390.4,2023-11-08 16:40:05
502910,102910,UPI,Success,1366.0,2023-11-08 11:38:47
502911,102911,UPI,Success,498.0,2023-11-08 03:00:33
502912,102912,UPI,Success,1826.2,2023-11-08 01:27:10
502913,102913,UPI,Refunded,3391.25,2023-11-08 04:10:47
502914,102914,UPI,Success,453.1,2023-11-09 21:38:54
502915,102915,UPI,Success,1015.65,2023-11-09 08:06:47
502916,102916,UPI,Success,475.55,2023-11-09 15:26:08
502917,102917,UPI,Success,2317.2,2023-11-09 06:01:43
502918,102918,Debit Card,Success,1242.2,2023-11-09 11:10:43
502919,102919,Debit Card,Success,475.55,2023-11-09 13:31:59
502920,102920,UPI,Success,507.0,2023-11-09 17:02:52
502921,102921,UPI,Success,202.3,2023-11-09 04:36:29
502922,102922,Debit Card,Success,694.55,2023-11-09 20:57:20
502923,102923,COD,Success,3238.2,2023-11-09 06:45:37
502924,102924,Credit Card,Success,2157.55,2023-11-09 17:54:12
502925,102925,Debit Card,Success,802.4,2023-11-10 15:35:07
502926,102926,UPI,Success,453.1,2023-11-10 05:34:15
502927,102927,Debit Card,Success,1098.6,2023-11-10 03:00:12
502928,102928,Credit Card,Success,947.0,2023-11-10 19:56:13
502929,102929,UPI,Success,2712.75,2023-11-10 02:18:51
502930,102930,Net Banking,Refunded,947.0,2023-11-10 03:02:08
502931,102931,Debit Card,Success,2539.15,2023-11-10 10:45:11
502932,102932,UPI,Success,3789.0,2023-11-10 20:52:52
502933,102933,Debit Card,Success,3615.55,2023-11-10 07:59:22
502934,102934,UPI,Success,1483.1,2023-11-10 02:41:10
502935,102935,Credit Card,Success,1410.25,2023-11-10 04:19:53
502936,102936,UPI,Success,699.15,2023-11-10 02:59:55
502937,102937,UPI,Success,869.75,2023-11-10 12:02:09
502938,102938,Debit Card,Success,1727.2,2023-11-10 17:19:23
502939,102939,UPI,Success,1123.5,2023-11-10 21:12:46
502940,102940,Credit Card,Success,1962.1,2023-11-10 09:13:29
502941,102941,Debit Card,Success,1168.0,2023-11-10 02:55:41
502942,102942,UPI,Success,1708.7,2023-11-11 09:18:18
502943,102943,Net Banking,Success,453.1,2023-11-11 07:46:40
502944,102944,Credit Card,Success,4292.35,2023-11-11 01:10:54
502945,102945,Credit Card,Success,1000.9,2023-11-11 11:49:34
502946,102946,Debit Card,Success,430.65,2023-11-11 23:18:00
502947,102947,Credit Card,Success,485.05,2023-11-11 18:57:33
502948,102948,Debit Card,Success,475.55,2023-11-11 05:44:24
502949,102949,UPI,Success,4806.0,2023-11-11 19:37:56
502950,102950,UPI,Success,1598.0,2023-11-11 18:06:48
502951,102951,UPI,Success,487.0,2023-11-11 11:14:49
502952,102952,UPI,Success,498.0,2023-11-11 06:59:48
502953,102953,Debit Card,Success,1618.15,2023-11-11 23:08:22
502954,102954,UPI,Success,1620.15,2023-11-11 04:47:05
502955,102955,Credit Card,Success,398.0,2023-11-11 14:22:24
502956,102956,Credit Card,Success,4175.15,2023-11-11 15:36:47
502957,102957,UPI,Success,2469.0,2023-11-11 03:07:31
502958,102958,UPI,Success,1373.5,2023-11-11 05:20:59
502959,102959,Debit Card,Success,7422.05,2023-11-12 11:47:39
502960,102960,UPI,Success,2791.6,2023-11-12 19:03:20
502961,102961,UPI,Success,4808.0,2023-11-12 15:50:40
502962,102962,UPI,Success,1223.1,2023-11-12 23:12:09
502963,102963,Credit Card,Success,268.0,2023-11-12 04:49:23
502964,102964,Net Banking,Success,18597.0,2023-11-12 13:56:21
502965,102965,Wallet,Success,430.65,2023-11-12 02:39:00
502966,102966,Net Banking,Success,475.55,2023-11-12 01:16:27
502967,102967,UPI,Success,498.0,2023-11-12 20:18:54
502968,102968,Credit Card,Success,498.0,2023-11-12 22:47:27
502969,102969,COD,Success,1379.8,2023-11-12 22:26:55
502970,102970,UPI,Success,1347.0,2023-11-12 10:05:24
502971,102971,UPI,Success,13865.35,2023-11-12 12:56:03
502972,102972,Debit Card,Success,991.65,2023-11-12 03:04:45
502973,102973,Net Banking,Success,684.15,2023-11-13 02:00:41
502974,102974,UPI,Success,1651.05,2023-11-13 19:04:53
502975,102975,Debit Card,Success,1853.9,2023-11-13 10:48:59
502976,102976,UPI,Refunded,235.15,2023-11-13 23:23:51
502977,102977,UPI,Success,1978.0,2023-11-13 10:37:14
502978,102978,Credit Card,Success,695.1,2023-11-13 13:07:52
502979,102979,Debit Card,Success,246.1,2023-11-13 21:16:29
502980,102980,Credit Card,Success,4186.3,2023-11-13 16:46:53
502981,102981,Credit Card,Success,650.2,2023-11-14 14:52:37
502982,102982,Net Banking,Success,606.05,2023-11-14 22:42:52
502983,102983,COD,Success,498.0,2023-11-14 01:15:03
502984,102984,UPI,Success,1452.55,2023-11-14 09:51:22
502985,102985,UPI,Success,2736.0,2023-11-14 00:05:48
502986,102986,Debit Card,Success,717.0,2023-11-14 15:01:26
502987,102987,UPI,Success,892.2,2023-11-14 00:09:55
502988,102988,Debit Card,Success,902.1,2023-11-14 01:42:56
502989,102989,UPI,Success,380.55,2023-11-14 10:45:14
502990,102990,Debit Card,Success,1347.0,2023-11-14 12:23:34
502991,102991,UPI,Success,2558.0,2023-11-14 13:31:44
502992,102992,UPI,Success,456.55,2023-11-14 04:42:14
502993,102993,UPI,Success,453.1,2023-11-14 09:25:27
502994,102994,UPI,Success,706.0,2023-11-14 06:34:01
502995,102995,Debit Card,Success,1460.05,2023-11-15 22:16:57
502996,102996,UPI,Success,1782.55,2023-11-15 17:14:39
502997,102997,UPI,Success,412.3,2023-11-15 18:36:13
502998,102998,UPI,Success,453.1,2023-11-15 12:06:12
502999,102999,UPI,Refunded,625.15,2023-11-15 13:34:43
503000,103000,Net Banking,Success,684.55,2023-11-15 04:50:10
503001,103001,UPI,Success,4949.0,2023-11-15 15:04:02
503002,103002,UPI,Success,1697.0,2023-11-15 01:20:07
503003,103003,UPI,Success,2399.7,2023-11-15 18:09:20
503004,103004,UPI,Success,430.65,2023-11-15 21:14:09
503005,103005,UPI,Success,243.65,2023-11-15 15:16:01
503006,103006,Wallet,Success,430.65,2023-11-15 14:48:59
503007,103007,COD,Success,1422.1,2023-11-15 13:13:50
503008,103008,COD,Success,5076.45,2023-11-15 10:18:02
503009,103009,UPI,Success,1263.3,2023-11-15 19:43:56
503010,103010,UPI,Success,3149.7,2023-11-16 10:37:46
503011,103011,Debit Card,Success,1986.0,2023-11-16 16:41:33
503012,103012,UPI,Success,312.2,2023-11-16 19:51:37
503013,103013,UPI,Success,3529.3,2023-11-16 08:06:34
503014,103014,UPI,Success,7475.1,2023-11-16 21:12:20
503015,103015,Debit Card,Success,4702.65,2023-11-16 20:20:07
503016,103016,UPI,Success,2008.45,2023-11-16 17:03:40
503017,103017,Credit Card,Success,498.0,2023-11-16 01:45:46
503018,103018,Wallet,Success,878.0,2023-11-16 04:13:58
503019,103019,Debit Card,Success,1434.55,2023-11-16 20:54:29
503020,103020,Credit Card,Success,1793.3,2023-11-16 18:26:46
503021,103021,Net Banking,Success,1159.2,2023-11-16 13:54:28
503022,103022,Credit Card,Refunded,1170.3,2023-11-16 19:18:18
503023,103023,UPI,Success,907.0,2023-11-16 01:33:14
503024,103024,UPI,Success,939.1,2023-11-16 15:48:58
503025,103025,COD,Success,498.0,2023-11-17 12:17:12
503026,103026,UPI,Success,4751.1,2023-11-17 06:34:59
503027,103027,COD,Success,2374.2,2023-11-17 22:51:50
503028,103028,Credit Card,Success,378.0,2023-11-17 10:36:22
503029,103029,UPI,Success,1027.55,2023-11-17 20:33:06
503030,103030,UPI,Success,363.3,2023-11-17 19:02:19
503031,103031,Credit Card,Refunded,1279.65,2023-11-17 18:50:28
503032,103032,Credit Card,Success,275.1,2023-11-17 03:53:14
503033,103033,Credit Card,Failed,235.15,2023-11-17 05:00:08
503034,103034,UPI,Success,237.1,2023-11-17 01:35:15
503035,103035,UPI,Success,922.05,2023-11-17 13:00:41
503036,103036,Wallet,Success,516.6,2023-11-17 13:03:14
503037,103037,Credit Card,Success,99682.4,2023-11-18 05:36:03
503038,103038,UPI,Success,398.0,2023-11-18 14:09:41
503039,103039,Debit Card,Success,677.85,2023-11-18 16:32:45
503040,103040,UPI,Success,1027.89,2023-11-18 05:32:26
503041,103041,Credit Card,Success,5493.9,2023-11-18 15:22:26
503042,103042,Net Banking,Success,1361.05,2023-11-18 02:06:31
503043,103043,UPI,Success,4677.2,2023-11-18 02:15:24
503044,103044,COD,Success,2545.84,2023-11-18 06:16:16
503045,103045,UPI,Success,1039.4,2023-11-18 19:11:17
503046,103046,COD,Success,1349.65,2023-11-18 06:54:02
503047,103047,Credit Card,Success,453.1,2023-11-19 20:05:47
503048,103048,Debit Card,Success,255.1,2023-11-19 18:43:54
503049,103049,UPI,Success,1153.1,2023-11-19 18:28:17
503050,103050,Debit Card,Success,363.1,2023-11-19 04:04:00
503051,103051,COD,Success,1367.0,2023-11-19 00:03:51
503052,103052,Credit Card,Success,748.15,2023-11-19 03:57:14
503053,103053,Wallet,Success,1010.5,2023-11-19 15:41:52
503054,103054,UPI,Refunded,27783.7,2023-11-19 01:24:23
503055,103055,Credit Card,Success,770.65,2023-11-19 21:50:25
503056,103056,UPI,Success,498.0,2023-11-19 02:52:05
503057,103057,UPI,Success,480.1,2023-11-20 06:13:26
503058,103058,Debit Card,Success,983.1,2023-11-20 04:17:44
503059,103059,Credit Card,Success,925.2,2023-11-20 14:19:38
503060,103060,Credit Card,Success,113036.3,2023-11-20 16:09:40
503061,103061,Credit Card,Success,1034.1,2023-11-20 15:45:57
503062,103062,UPI,Success,1756.3,2023-11-20 03:11:42
503063,103063,UPI,Success,453.1,2023-11-20 23:02:10
503064,103064,Credit Card,Success,7086.0,2023-11-20 10:43:46
503065,103065,Net Banking,Success,1296.6,2023-11-20 18:23:27
503066,103066,UPI,Success,1808.0,2023-11-20 04:20:22
503067,103067,UPI,Success,784.2,2023-11-20 23:02:09
503068,103068,UPI,Success,498.0,2023-11-20 20:58:06
503069,103069,COD,Success,812.3,2023-11-20 15:01:31
503070,103070,UPI,Success,1313.85,2023-11-20 20:56:44
503071,103071,Debit Card,Success,1126.15,2023-11-20 23:06:49
503072,103072,Credit Card,Success,1972.95,2023-11-20 00:56:13
503073,103073,Net Banking,Success,8486.55,2023-11-20 07:47:34
503074,103074,UPI,Success,498.0,2023-11-20 23:06:38
503075,103075,UPI,Success,1317.0,2023-11-21 22:19:26
503076,103076,UPI,Success,1032.4,2023-11-21 02:59:30
503077,103077,Credit Card,Success,2071.25,2023-11-21 03:45:16
503078,103078,Credit Card,Success,6194.2,2023-11-21 11:14:58
503079,103079,Debit Card,Success,1412.5,2023-11-21 18:01:20
503080,103080,Credit Card,Success,991.9,2023-11-21 11:37:11
503081,103081,Debit Card,Success,1248.0,2023-11-21 19:34:53
503082,103082,Debit Card,Success,3658.0,2023-11-22 13:39:54
503083,103083,UPI,Success,10494.5,2023-11-22 10:38:01
503084,103084,Credit Card,Success,6199.0,2023-11-22 21:26:59
503085,103085,Debit Card,Success,636.45,2023-11-22 07:35:25
503086,103086,UPI,Success,667.0,2023-11-22 19:00:34
503087,103087,Net Banking,Success,6416.0,2023-11-22 05:38:10
503088,103088,Credit Card,Success,3558.0,2023-11-22 16:20:47
503089,103089,Credit Card,Success,2098.55,2023-11-22 16:25:03
503090,103090,UPI,Success,256.2,2023-11-22 02:56:00
503091,103091,Wallet,Success,1899.2,2023-11-22 15:10:19
503092,103092,Debit Card,Refunded,498.0,2023-11-22 14:56:28
503093,103093,UPI,Success,1767.4,2023-11-22 22:00:41
503094,103094,UPI,Success,552.1,2023-11-22 16:56:12
503095,103095,UPI,Success,1019.1,2023-11-23 03:45:21
503096,103096,Credit Card,Success,237.1,2023-11-23 17:01:41
503097,103097,Debit Card,Success,345.1,2023-11-23 19:54:41
503098,103098,COD,Success,354.1,2023-11-23 00:01:05
503099,103099,UPI,Success,2155.85,2023-11-23 18:57:01
503100,103100,Debit Card,Success,987.45,2023-11-23 19:14:52
503101,103101,UPI,Success,2068.2,2023-11-23 05:06:09
503102,103102,Debit Card,Success,378.0,2023-11-23 20:50:43
503103,103103,Debit Card,Success,430.65,2023-11-23 05:30:01
503104,103104,UPI,Refunded,2096.55,2023-11-24 21:35:01
503105,103105,Credit Card,Success,988.4,2023-11-24 01:47:50
503106,103106,Debit Card,Success,1403.65,2023-11-24 02:13:28
503107,103107,Credit Card,Success,508.0,2023-11-24 14:16:23
503108,103108,UPI,Success,2268.4,2023-11-24 07:09:59
503109,103109,COD,Success,2326.85,2023-11-24 14:38:52
503110,103110,Net Banking,Success,436.32,2023-11-24 16:15:39
503111,103111,Debit Card,Success,465.1,2023-11-24 17:59:05
503112,103112,Credit Card,Success,475.55,2023-11-25 02:54:32
503113,103113,UPI,Success,1146.55,2023-11-25 04:48:32
503114,103114,UPI,Success,30198.65,2023-11-25 11:54:55
503115,103115,UPI,Success,1279.65,2023-11-25 16:18:18
503116,103116,Debit Card,Success,361.55,2023-11-25 09:21:55
503117,103117,UPI,Success,1294.2,2023-11-25 17:40:01
503118,103118,UPI,Refunded,9192.8,2023-11-25 13:27:00
503119,103119,Credit Card,Success,453.1,2023-11-25 21:51:13
503120,103120,UPI,Success,2296.0,2023-11-25 00:27:43
503121,103121,UPI,Success,835.67,2023-11-25 15:33:53
503122,103122,UPI,Failed,2283.55,2023-11-25 11:53:36
503123,103123,COD,Success,6463.2,2023-11-25 08:34:31
503124,103124,Credit Card,Refunded,453.1,2023-11-26 21:58:49
503125,103125,UPI,Success,662.1,2023-11-26 01:38:53
503126,103126,Credit Card,Success,677.6,2023-11-26 22:41:01
503127,103127,UPI,Refunded,747.0,2023-11-26 15:35:05
503128,103128,UPI,Success,566.3,2023-11-26 01:18:39
503129,103129,UPI,Refunded,1337.6,2023-11-26 15:05:20
503130,103130,UPI,Success,735.65,2023-11-26 13:11:30
503131,103131,UPI,Success,1338.0,2023-11-26 11:42:52
503132,103132,Debit Card,Success,7290.55,2023-11-26 19:26:48
503133,103133,UPI,Success,308.0,2023-11-27 20:57:55
503134,103134,UPI,Success,453.1,2023-11-27 02:00:13
503135,103135,Credit Card,Success,7077.4,2023-11-27 11:22:55
503136,103136,COD,Success,498.0,2023-11-27 18:02:13
503137,103137,Debit Card,Success,789.65,2023-11-27 08:20:18
503138,103138,UPI,Success,11975.75,2023-11-28 06:03:57
503139,103139,UPI,Success,1715.8,2023-11-28 17:54:15
503140,103140,UPI,Success,2412.3,2023-11-28 11:58:03
503141,103141,Debit Card,Success,3055.2,2023-11-28 15:51:35
503142,103142,UPI,Success,2608.2,2023-11-28 07:05:23
503143,103143,UPI,Success,1419.3,2023-11-28 01:31:36
503144,103144,UPI,Success,453.1,2023-11-28 16:33:38
503145,103145,Wallet,Success,2162.4,2023-11-28 04:43:37
503146,103146,Credit Card,Success,475.55,2023-11-28 10:50:17
503147,103147,Credit Card,Success,1779.65,2023-11-28 06:14:00
503148,103148,UPI,Success,922.05,2023-11-29 12:48:11
503149,103149,UPI,Success,2231.1,2023-11-29 19:56:18
503150,103150,UPI,Success,1575.55,2023-11-29 10:40:08
503151,103151,UPI,Success,857.2,2023-11-29 03:33:17
503152,103152,UPI,Success,235.15,2023-11-29 18:56:45
503153,103153,Debit Card,Success,3918.4,2023-11-29 14:25:46
503154,103154,UPI,Success,5195.55,2023-11-29 22:06:44
503155,103155,Credit Card,Success,498.0,2023-11-29 17:25:25
503156,103156,Debit Card,Success,430.65,2023-11-29 10:32:37
503157,103157,UPI,Success,786.0,2023-11-29 03:46:03
503158,103158,UPI,Success,1826.2,2023-11-30 21:54:17
503159,103159,UPI,Success,857.2,2023-11-30 21:56:45
503160,103160,UPI,Success,580.55,2023-11-30 14:52:44
503161,103161,Credit Card,Success,1829.0,2023-11-30 21:12:37
503162,103162,Credit Card,Failed,381.1,2023-11-30 08:17:57
503163,103163,Debit Card,Refunded,1069.2,2023-11-30 09:32:53
503164,103164,Credit Card,Success,1374.4,2023-11-30 22:28:14
503165,103165,UPI,Success,778.15,2023-11-30 11:08:08
503166,103166,Debit Card,Success,498.0,2023-11-30 13:17:41
503167,103167,Net Banking,Success,498.0,2023-11-30 12:43:30
503168,103168,UPI,Success,1034.1,2023-11-30 21:35:15
503169,103169,UPI,Success,472.15,2023-11-30 12:06:57
503170,103170,UPI,Success,825.4,2023-11-30 11:28:15
